qid,qlabel,base_gdp4,sim_gdp4,base_pcxfe4,sim_pcxfe4,base_lur,sim_lur,base_rff,sim_rff,base_hggdp,sim_hggdp,base_picxfe,sim_picxfe,base_xgdp,sim_xgdp,base_pcxfe,sim_pcxfe
8155,2038Q3,1.80096661057998,1.80096661057998,2.00000061065515,2.00000061065515,4.1000006635799,4.1000006635799,2.5002017996697,2.5002017996697,1.7847968848264,1.7847968848264,1.98026326514,1.98026326514,29339.3585372,29339.3585372,161.895767553,161.895767553
8156,2038Q4,1.80271080020777,1.80271080020777,2.00000057127787,2.00000057127787,4.098586084326,4.098586084326,2.5002224076976,2.5002224076976,1.7919495399155,1.7919495399155,1.980263238283,1.980263238283,29471.090012162,29471.090012162,162.69924537626,162.69924537626
8157,2039Q1,1.80495471264124,1.80495471264124,2.0000005237095,2.0000005237095,4.0973563890825,4.0973563890825,2.5001890465429,2.5001890465429,1.7938024039992,1.7938024039992,1.9802631619833,1.9802631619833,29603.550079438,29603.550079438,163.50671077481,163.50671077481
8158,2039Q2,1.80699985229664,1.80699985229664,2.00000047018474,2.00000047018474,4.0971148654316,4.0971148654316,2.5001606895615,2.5001606895615,1.7929218078884,1.7929218078884,1.9802630971285,1.9802630971285,29736.540033837,29736.540033837,164.31818354311,164.31818354311
8159,2039Q3,1.80887738104805,1.80887738104805,2.00000041333384,2.00000041333384,4.0978727074241,4.0978727074241,2.5001365861274,2.5001365861274,1.7921736331047,1.7921736331047,1.980263042002,1.980263042002,29870.071557524,29870.071557524,165.13368357323,165.13368357323
8160,2039Q4,1.80877263502306,1.80877263502306,2.00000035133217,2.00000035133217,4.0992734381315,4.0992734381315,2.5001160982084,2.5001160982084,1.7915379998505,1.7915379998505,1.9802629951444,1.9802629951444,30004.155023545,30004.155023545,165.9532308554,165.9532308554
8161,2040Q1,1.80805885802788,1.32046911251429,2.00000029863228,2.00000029863221,4.100891937153,4.46122793795485,2.5000986834772,1.98757886418738,1.7909980111213,-0.129325783366862,1.9802629553155,1.9802629553155,30138.79968894,29994.4558144447,166.77684547859,166.77684547859
8162,2040Q2,1.80745246491829,0.949501004785458,2.00000025384155,1.99790293077098,4.1023960203393,4.8760158884232,2.5000838809559,0.125,1.7905393052729,0.325700456343642,1.980262921461,1.97203804056635,30274.01385966,30018.8887802467,167.60454763108,167.601101347907
8163,2040Q3,1.80693733133708,0.101741153904933,2.00000021576785,1.99813485812226,4.1035994267314,5.8103975502104,2.5000712988126,0.12500000000015,1.7901496756373,-1.58115494214215,1.9802628926846,1.98117257868308,30409.805031394,29900.4617129989,168.436357601,168.433277267208
8164,2040Q4,1.80649975267979,-1.02960039287834,2.0000001834023,1.99537433161678,4.1044479485178,6.65640232802034,2.5000606039908,0.125,1.7898187472731,-2.75496950225348,1.9802628682245,1.96943705655218,30546.180009839,29695.2321255428,169.27229577687,169.264619026377
8165,2041Q1,1.80612808099241,-1.03771036934435,2.00000015588988,1.98417957258783,4.1049763125977,7.13873767020113,2.5000515133923,0.125,1.7895377021411,-0.16210450829766,1.9802628474337,1.93635753901905,30683.145013396,29683.2002362298,170.11238264815,170.085997578382
8166,2041Q2,1.80581241638218,-0.936862465603683,2.00000013250736,1.96987122766472,4.1052618891952,7.41520936997623,2.5000437863835,0.125,1.78929904556,0.733114449200219,1.9802628297613,1.91591424251906,30820.705760875,29737.6530786733,170.95663880579,170.902627220609
8167,2041Q3,1.80554434473081,-0.0673409052457385,2.00000011263006,1.94840030306016,4.1053889795072,7.6157791621586,2.5000372184262,0.125,1.7890964076599,1.91450520368342,1.9802628147398,1.89693912761959,30958.867546382,29880.3264714087,171.80508494273,171.715031751936
8168,2041Q4,1.80531671474919,1.18502638353255,2.00000009573487,1.92587280078031,4.1054278166251,7.52297932105795,2.5000316356623,0.125,1.7889243746296,2.22672456781957,1.9802628019716,1.88103942980756,31097.635303274,30047.1284608817,172.65774185446,172.524440285551
8169,2042Q1,1.80512344851933,1.8470352800432,2.00000008137386,1.90751804415945,4.1054265685447,7.4217216942983,2.5000268903131,0.125,1.7887783452736,2.44639480818957,1.9802627911186,1.86431926660909,31237.013658776,30231.4594168388,173.51463043954,173.330418672779
8170,2042Q2,1.80495938041818,2.34041407400354,2.00000006916621,1.89002961151947,4.1054121445444,7.19427628860637,2.5000228567663,0.125,1.7886544091091,2.66616079744623,1.9802627818935,1.84726402417221,31377.006980617,30433.6372966049,174.37577170015,174.132737481943
8171,2042Q3,1.80482012025114,2.55747034466771,2.00000005879071,1.87329589956557,4.1053954252946,6.90625873469279,2.5000194282515,0.125,1.7885492427218,2.76197652814272,1.9802627740522,1.83124050614497,31517.619416861,30644.5069598048,175.24118674259,174.931762400683
8172,2042Q4,1.80470193689908,2.71376029553132,2.00000004997216,1.85692630236522,4.1053775566025,6.60222537075249,2.5000165140139,0.125,1.7884600216696,2.83583079502399,1.9802627673871,1.81675992504259,31658.854929922,30862.5355030004,176.11089677783,175.728091995222
8173,2043Q1,1.80460165940552,2.82228865338461,2.00000004248009,1.84166318638379,4.1053553111165,6.30618296989728,2.5000140369118,0.125000027326226,1.7883843456296,2.86881556988769,1.9802627617218,1.80437534239287,31800.717325611,31084.6784657128,176.98492312204,176.52258118428
8174,2043Q2,1.80451659295857,2.88176856294915,2.00000003610994,1.82816337662222,4.1053247162884,6.02549186581736,2.500011931375,0.125166284066454,1.7883201747793,2.89748306508688,1.9802627569062,1.79423777080563,31943.210277956,31310.6642887804,177.86328719712,177.316168415298
8175,2043Q3,1.80444444740884,2.92326660233388,2.00000003069383,1.8167810826256,4.1052829549227,5.76129070363543,2.5000101416687,0.336923577947733,1.7882657756289,2.92328663375159,1.9802627528129,1.78652623528108,32086.337350384,31540.3275972107,178.74601053123,178.109889567482
8176,2043Q4,1.80438327656347,2.91549424906055,2.00000002608778,1.80719904016022,4.1052289554007,5.53106546632686,2.5000086204186,0.966467191738873,1.7882196751345,2.80562325492794,1.9802627493338,1.77911389744096,32230.102013829,31762.3309507046,179.63311475933,178.903848387051
8177,2044Q1,1.80433142656469,2.80469532576444,2.0000000221766,1.79772093041946,4.1051631960215,5.36622800763313,2.5000073273559,1.10503222329468,1.7881806215378,2.43794319225448,1.9802627463765,1.76713416079143,32374.50766219,31956.5089896696,180.52462162373,179.695964573147
8178,2044Q2,1.8042874920112,2.67806688421679,2.00000001884459,1.78790295327247,4.1050871749392,5.21651128941843,2.5000062282527,1.22978779326717,1.788147551234,2.40448421218512,1.9802627438627,1.75565753331546,32519.557625548,32149.1848203265,181.42055297458,180.486409427025
8179,2044Q3,1.80425027869089,2.50297645044673,2.00000001602016,1.77790704118814,4.1050028508883,5.09125089832037,2.5000052940149,1.31151900374449,1.7881195604588,2.24060962450893,1.9802627417262,1.74724297019696,32665.25518145,32329.7745693626,182.32093077049,181.276517835155
8180,2044Q4,1.80421877185648,2.37687890129668,2.00000001361853,1.76765209039782,4.1049122124198,4.96956654915442,2.5000044999126,1.40891378450319,1.7880958813329,2.31324662823011,1.9802627399099,1.7388086179968,32811.603564551,32517.2830936319,183.22577707898,182.066246002867
8181,2045Q1,1.80419210931249,2.32418253965072,2.00000001157481,1.75885021651943,4.1048170214188,4.86676970267259,2.5000038249257,1.486593597554,1.7880758614559,2.23199853349244,1.9802627383661,1.73253670529341,32958.60597486,32699.2365918894,184.1351140771,182.856547435118
8182,2045Q2,1.80416955850307,2.27537198287402,2.00000000983813,1.75169150199386,4.1047187099301,4.77467729367199,2.5000032511867,1.56065012936646,1.7880589465804,2.2136311760966,1.9802627370539,1.72751662437755,33106.265584788,32880.6983644506,185.04896405192,183.647974523212
8183,2045Q3,1.80415049704454,2.25292672394999,2.000000008359,1.74577653140324,4.1046183815141,4.69640884676452,2.5000027635087,1.62023875925018,1.7880446658466,2.15281635910666,1.9802627359386,1.72398972524574,33254.585545167,33058.1407004286,185.96734940114,184.441200740466
8184,2045Q4,1.80413439619742,2.20418970986593,2.00000000710621,1.74137272523436,4.1045168667672,4.62790654972248,2.5000023489823,1.67358467399459,1.7880326192866,2.12254838947613,1.9802627349905,1.72149526455037,33403.568990403,33234.0257015098,186.89029263358,185.236697952619
8185,2046Q1,1.80412080680401,2.16694197552965,2.00000000603795,1.73820366276789,4.1044147944303,4.56902960380959,2.500001996635,1.71897720167202,1.7880224671778,2.08619424325684,1.9802627341846,1.72007722401844,33553.219042885,33407.8100752768,187.81781636976,186.034966640246
